OrderDetailID,OrderID,ProductID,Quantity,Price
2447,8481,9449,3,39977
2448,6415,9193,10,57590
2449,5744,2505,4,103362
2450,2024,2140,6,13673
2451,9165,7404,8,159230
2452,3352,7122,4,51091
2453,3042,3005,4,141822
2454,4790,4900,9,148327
2455,1334,881,1,31862
2456,4879,7201,3,168059
2457,6959,4032,3,125677
2458,4338,9332,5,71661
2459,5996,3561,1,141297
2460,9797,453,10,56962
2461,7123,2149,9,172147
2462,9268,4642,9,76861
2463,4184,884,2,32642
2464,4713,3150,1,69707
2465,3932,3017,10,150505
2466,2876,10092,9,199363
2467,7305,3896,8,139285
2468,5468,8645,4,78731
2469,3882,2292,7,55358
2470,9114,8583,3,63337
2471,9650,9294,1,165178
2472,1722,139,9,25286
2473,599,8656,6,73507
2474,5652,1454,3,16320
2475,8841,5405,3,78504
2476,8492,6376,6,26666
2477,6336,6943,5,143882
2478,6591,5276,8,168315
2479,1448,3943,8,128862
2480,4711,1720,7,17987
2481,8852,9405,1,26880
2482,5794,8458,1,41385
2483,4902,7139,5,180049
2484,7713,3268,9,86716
2485,3823,4556,6,103463
2486,6022,6347,10,145205
2487,7268,7641,7,127632
2488,9791,7874,9,68137
2489,2038,2765,2,35503
2490,2669,4957,6,78750
2491,509,7808,7,87266
2492,9345,1926,3,162404
2493,905,4731,3,44580
2494,4709,282,1,167263
2495,1486,278,6,188390
2496,7101,285,4,61774
2497,10047,4058,10,76784
2498,2441,8181,3,3516
2499,1906,8239,9,196761
2500,6102,5001,8,15179
2501,9176,4070,4,4351
2502,6289,2952,8,83736
2503,1194,7452,8,59673
2504,9107,9928,6,10063
2505,7037,7562,2,121627
2506,4020,8930,2,89230
2507,5576,6947,4,175773
2508,1530,543,6,177860
2509,3576,5023,3,38051
2510,3102,8469,6,131373
2511,1013,518,10,54698
2512,4584,6431,3,53830
2513,1549,3201,10,67807
2514,9920,3029,6,158311
2515,8131,8062,6,104440
2516,1055,9999,7,500
2517,378,5585,1,67531
2518,958,7877,3,198594
2519,3496,2070,8,50187
2520,4852,9770,7,137762
2521,6092,1180,7,7783
2522,2083,9358,1,186102
2523,6125,5610,9,131717
2524,7998,1964,7,33416
2525,4429,9647,9,61954
2526,7174,7841,5,6103
2527,2832,7138,1,176048
2528,252,627,2,196637
2529,3663,3795,5,160974
2530,8832,8407,4,127970
2531,5194,9463,7,45815
2532,9351,3154,9,62807
2533,4153,7580,4,69918
2534,7295,1842,3,158895
2535,639,2813,8,172028
2536,2179,9492,8,177384
2537,8920,3522,1,60706
2538,551,9087,7,36135
2539,5058,4989,2,72153
2540,3815,9550,5,154622
2541,315,9936,1,40686
2542,9167,4201,4,13062
2543,6654,687,4,98162
2544,6469,1042,6,174260
2545,8269,5751,9,102863
2546,2577,9016,10,19087
2547,1048,1889,6,120184
2548,7504,9536,8,91978
2549,4418,2008,4,131148
2550,348,4327,6,192347
2551,3458,7813,6,115220
2552,8815,792,2,52818
2553,6212,8870,9,76895
2554,8193,2868,3,159302
2555,4384,6056,6,93333
2556,1248,6636,3,87865
2557,10055,4439,8,43878
2558,1594,9388,9,111634
2559,4251,2375,5,115401
2560,2282,2609,1,33246
2561,8000,5230,2,109576
2562,1272,9736,9,122472
2563,729,235,4,6208
2564,5906,7449,10,63944
2565,6798,4824,10,98230
2566,5808,2489,9,76960
2567,4808,1378,8,164917
2568,897,162,10,56885
2569,8404,5985,1,32498
2570,2639,3166,4,155715
2571,2936,5783,3,171544
2572,6657,7909,2,157533
2573,7956,3135,6,23667
2574,10102,4642,7,147140
2575,6006,7234,6,94403
2576,417,2924,5,24717
2577,1708,6182,7,147478
2578,4434,5820,2,122041
2579,8389,4400,7,189660
2580,2631,810,1,109338
2581,3487,5622,10,12913
2582,5735,3343,5,183370
2583,9001,8196,8,49546
2584,1480,8975,4,60270
2585,2420,6553,10,186169
2586,334,6721,5,105209
2587,7582,8278,6,143483
2588,462,4022,8,181573
2589,1159,3153,4,126669
2590,5184,2561,8,94044
2591,4677,7965,5,63302
2592,934,387,1,46218
2593,1589,3480,10,84171
2594,7344,5312,9,55949
2595,8861,10096,6,68259
2596,10058,1206,6,117914
2597,1480,290,2,130694
2598,10040,6788,7,111848
2599,8258,9873,9,72966
2600,1160,8514,10,73411
2601,218,994,7,135175
2602,9457,502,1,81210
2603,3271,5767,3,160672
2604,2288,8018,8,182473
2605,4755,9901,1,155501
2606,3758,8424,10,186046
2607,9770,1582,1,72047
2608,1840,3662,3,116737
2609,6824,3231,1,11099
2610,7558,544,2,130886
2611,6619,4321,1,128500
2612,2920,1419,3,116511
2613,5890,7434,6,57250
2614,4485,6800,5,108546
2615,3307,7842,4,60772
2616,510,8405,4,135284
2617,6509,385,5,53787
2618,9341,5211,8,92737
2619,5949,9441,1,111142
2620,1989,838,6,148317
2621,7937,6742,6,51670
2622,4144,2952,7,181295
2623,6679,7714,5,189323
2624,2229,5724,8,115032
2625,1919,1325,10,121658
2626,6655,4135,6,184546
2627,5412,465,9,192109
2628,5527,3729,6,178584
2629,4465,8872,2,130795
2630,4101,8001,10,104679
2631,9381,5791,8,76116
2632,9226,8339,10,191869
2633,3201,2754,8,118858
2634,4311,6506,10,93351
2635,6202,9351,6,35478
2636,4046,7503,8,179013
2637,4714,1747,3,11055
2638,8361,4051,2,185261
2639,8568,3017,1,28906
2640,1412,2442,1,140283
2641,8901,5687,10,167528
2642,4753,8379,4,55777
2643,3476,716,6,198606
2644,6977,2909,7,156723
2645,926,7816,8,94643
2646,8834,6182,7,78605
2647,4398,4032,6,40526
2648,851,6198,8,14710
2649,4810,5771,6,118179
2650,273,5394,4,55476
2651,4461,8717,9,87529
2652,6961,2046,6,113967
2653,3362,9770,1,25707
2654,1787,5096,5,72475
2655,3854,904,2,176550
2656,8463,5045,8,181831
2657,7404,2610,9,199011
2658,5987,3245,6,153206
2659,7892,8185,7,102538
2660,7456,7154,5,116049
2661,9388,3768,5,198795
2662,9987,1521,4,45242
2663,227,4213,10,30373
2664,2505,4343,8,162707
2665,9405,6851,7,176559
2666,3038,6397,5,119887
2667,5709,6647,3,62080
2668,10031,1075,6,165604
2669,641,3987,4,89298
2670,7237,1827,9,24686
2671,8361,1416,1,78539
2672,3791,3497,9,138041
2673,4912,9139,7,1348
2674,3732,6427,1,88403
2675,6164,7077,1,182280
2676,7520,5241,2,191280
2677,7387,842,8,126109
2678,8761,2382,8,112560
2679,895,9878,2,105104
2680,7632,7299,6,36864
2681,635,9943,2,79403
2682,3385,8001,6,810
2683,9314,7617,7,74659
2684,6376,4141,2,17228
2685,2705,2278,3,19554
2686,9240,485,5,31974
2687,9887,4050,1,187944
2688,5884,6093,2,38692
2689,9171,7993,1,88698
2690,549,7792,5,22195
2691,3423,6906,6,91946
2692,5254,9228,6,169260
2693,7676,6226,4,195075
2694,8672,8059,1,24188
2695,3646,9149,9,145049
2696,4990,5852,5,160777
2697,7822,1112,4,127436
2698,5377,9043,10,5801
2699,1557,1928,4,51183
2700,4798,1423,7,177288
2701,5794,1928,8,171950
2702,6835,9596,7,73843
2703,348,8161,10,184339
2704,1885,2533,9,1739
2705,1800,7834,5,136874
2706,5765,5295,7,78115
2707,1754,4358,10,103069
2708,1342,6333,4,68782
2709,8738,4852,3,5095
2710,2944,359,10,85239
2711,8720,1128,9,94311
2712,2689,8903,5,184513
2713,3377,2059,3,33931
2714,5522,3482,8,167002
2715,10055,6208,10,70178
2716,8099,8170,1,123469
2717,4500,9926,9,3020
2718,5958,4094,8,33014
2719,3092,3116,8,76854
2720,6429,8123,9,17246
2721,9799,3331,5,87261
2722,7605,5319,3,76459
2723,8078,6960,7,74198
2724,502,3039,8,34209
2725,2247,1771,9,74999
2726,2608,6526,9,91398
2727,8902,5408,1,38894
2728,9004,5582,4,148898
2729,5249,310,10,64311
2730,335,6279,2,191684
2731,4148,372,5,174915
2732,2049,3295,1,187310
2733,2121,9361,3,184295
2734,7329,4561,5,66203
2735,7458,1981,1,185402
2736,1232,8066,5,148021
2737,1984,9234,3,138684
2738,4862,9450,2,110707
2739,4241,1517,8,198081
2740,575,3812,1,87768
2741,9425,5834,1,20708
2742,1176,6050,10,46511
2743,4880,3414,1,172914
2744,6411,868,8,111967
2745,8343,3481,4,132103
2746,8938,3854,3,44549
2747,7752,2621,5,29401
2748,1125,2321,9,175648
2749,3236,3218,7,46035
2750,5013,8010,5,110284
2751,4545,2488,4,95608
2752,2136,1827,1,197479
2753,8382,6920,6,176811
2754,980,5973,4,192503
2755,7628,4642,8,27766
2756,6145,8310,3,159809
2757,9695,2394,6,150262
2758,6566,6903,7,100057
2759,4945,4595,7,50200
2760,8290,5129,5,18553
2761,3158,4036,10,162671
2762,8603,1967,6,91047
2763,982,104,8,116892
2764,3679,4392,6,43649
2765,788,8043,4,30304
2766,340,6930,10,30095
2767,3816,820,2,182663
2768,8387,5206,4,161949
2769,5593,5307,8,28778
2770,554,1102,5,196206
2771,3117,2285,8,196395
2772,8553,5987,6,194575
2773,1074,8957,3,125961
2774,10068,9417,4,83040
2775,7031,1836,10,75940
2776,9959,7771,5,163142
2777,7906,2235,10,182562
2778,5959,4171,10,168283
2779,9939,8915,1,81950
2780,3964,3477,10,99433
2781,8463,608,8,187986
2782,8249,5348,8,148163
2783,5563,8338,7,191901
2784,2557,9364,10,1624
2785,7745,1608,3,16420
2786,5537,1395,7,193031
2787,1302,2989,7,192697
2788,536,4058,4,10043
2789,8033,10073,7,110552
2790,5710,4778,8,99007
2791,7799,135,2,49355
2792,6099,2795,10,45524
2793,3991,9820,2,139370
2794,9961,8967,5,190933
2795,8195,8666,8,170769
2796,9169,593,5,26918
2797,7559,6580,5,89629
2798,4973,1910,9,32319
2799,4778,3009,3,30434
2800,6743,341,2,103271
2801,2323,5593,10,196321
2802,2208,1424,8,196836
2803,10112,7752,5,27623
2804,10114,1840,2,111115
2805,6605,8393,9,86075
2806,9602,9233,9,128202
2807,3429,3633,7,162712
2808,3235,6512,7,195576
2809,6670,2517,4,47183
2810,5912,3775,7,196007
2811,4800,8350,7,109012
2812,9672,5402,7,39672
2813,6018,4940,7,39782
2814,3116,3735,2,20123
2815,3597,5090,5,132172
2816,8349,1260,10,119640
2817,2127,4137,8,148992
2818,9846,7132,8,186464
2819,6810,9688,3,39944
2820,4660,5228,3,39980
2821,4739,6330,3,148671
2822,9918,433,4,132066
2823,7743,7721,4,51481
2824,6989,7292,6,5994
2825,4075,9662,10,59666
2826,3771,7070,10,5568
2827,8385,4143,6,109500
2828,2425,1568,8,161710
2829,7772,9227,4,39302
2830,3788,1565,1,199027
2831,3584,8537,10,83138
2832,5298,9472,3,192039
2833,8600,1222,8,116279
2834,1462,6456,6,6705
2835,2250,1566,5,123202
2836,5398,2247,3,52610
2837,2283,4671,1,64881
2838,9635,1894,1,13061
2839,5930,7036,1,130361
2840,6042,3877,7,64675
2841,3904,4880,7,137105
2842,3222,149,4,127357
2843,2879,8041,5,73456
2844,2110,845,2,142443
2845,9571,6080,1,156207
2846,4498,2406,6,147847
2847,9778,7857,8,37863
2848,1925,7525,2,72310
2849,4584,3624,5,61856
2850,7746,6239,6,175150
2851,2427,2737,2,57719
2852,1029,2306,6,149181
2853,6838,5628,3,159849
2854,5586,2896,9,45203
2855,8964,9248,5,111381
2856,3957,5548,7,25927
2857,799,1914,4,32321
2858,4156,6344,6,18764
2859,4725,8877,5,78641
2860,9613,1687,3,196375
2861,9529,5110,7,193404
2862,3617,7601,3,175676
2863,2480,2023,4,33140
2864,9882,5868,7,77841
2865,1843,439,6,182396
2866,6484,6252,1,56588
2867,9183,8713,10,86227
2868,3143,6610,6,101768
2869,9868,836,9,74845
2870,5919,8183,7,100726
2871,9608,1921,6,47226
2872,6152,4350,1,123016
2873,1317,4418,8,117047
2874,1063,3939,2,162500
2875,3120,8051,3,181338
2876,2352,3491,3,114842
2877,5132,6944,9,160440
2878,3988,4794,7,90687
2879,7510,877,10,20889
2880,5101,2035,3,118588
2881,1945,6565,4,5373
2882,1152,8871,1,159038
2883,590,5870,10,106013
2884,855,6199,7,70196
2885,3522,2159,2,160503
2886,8940,6210,9,53345
2887,2271,8335,3,57448
2888,691,1970,3,188224
2889,1142,4505,2,123406
2890,423,5336,1,127923
2891,8669,9358,8,46743
2892,8558,8429,9,7456
2893,2398,3729,5,28834
2894,4104,9841,2,24036
2895,9559,4674,1,89293
2896,3992,6733,5,110515
2897,6167,4290,7,184786
2898,1250,6503,7,175328
2899,3128,8262,5,123133
2900,5114,3666,5,99420
2901,9267,4861,7,151365
2902,9049,5692,1,45168
2903,5911,4014,9,64925
2904,8851,3608,5,80665
2905,9128,1250,5,95950
2906,6114,8427,5,123630
2907,10164,2680,2,171828
2908,8810,5015,4,141655
2909,3869,5029,10,100226
2910,8991,5887,3,13334
2911,7524,7620,5,171574
2912,6838,6353,5,52833
2913,9848,6920,6,73408
2914,7584,5915,7,151221
2915,8004,534,10,50693
2916,8785,5961,8,194337
2917,4565,3054,5,13725
2918,6694,8798,9,193218
2919,913,392,4,148630
2920,604,8272,7,19173
2921,5272,8424,8,89870
2922,7756,4807,9,83834
2923,7808,951,1,150346
2924,10012,7797,3,100380
2925,1982,864,9,10741
2926,8646,6959,6,125885
2927,3208,1087,2,86867
2928,6530,9680,9,100595
2929,6900,3367,10,164651
2930,3618,6192,5,169918
2931,7581,417,6,150217
2932,395,4936,6,143790
2933,2304,2449,4,172075
2934,6413,4468,1,98390
2935,1374,4734,7,16751
2936,2418,7726,6,134042
2937,8347,2553,6,62692
2938,3759,7847,8,126719
2939,7963,9499,10,7561
2940,7268,9033,3,161617
2941,277,9282,10,170375
2942,2269,5717,4,86143
2943,7313,3537,7,9654
2944,212,6031,6,101580
2945,1583,9168,3,123344
2946,5219,9387,5,109923
2947,8345,2588,9,16480
2948,6450,7851,5,112771
2949,1474,5423,6,64012
2950,7443,7218,1,188316
2951,9510,9420,5,72815
2952,4756,9556,1,123854
2953,472,2535,3,121778
2954,2288,3156,1,144395
2955,1831,8158,3,150588
2956,1083,6630,5,13569
2957,379,9644,3,184327
2958,542,8722,2,19517
2959,6421,8158,7,64724
2960,798,4865,6,78912
2961,4244,2725,10,93801
2962,468,1699,1,134414
2963,3925,8316,8,99774
2964,2911,3826,3,191049
2965,5768,9889,7,18021
2966,3586,7511,1,80777
2967,4572,2845,7,121039
2968,2329,9758,4,63805
2969,3579,8826,10,121249
2970,1066,8181,10,157969
2971,6057,3852,7,138551
2972,9348,578,1,20733
2973,3019,3285,4,40493
2974,6865,3795,3,111005
2975,8379,9277,10,46984
2976,2292,9123,4,171437
2977,8256,9083,10,113484
2978,9448,6194,9,75748
2979,3942,7905,6,24895
2980,1460,3595,7,137885
2981,1094,8257,7,163797
2982,8452,9607,8,181023
2983,5248,5640,10,146385
2984,6443,402,4,34589
2985,5829,7374,6,139581
2986,6827,7265,1,103039
2987,4801,1198,10,83050
2988,5701,166,2,95669
2989,3827,6089,8,185364
2990,3097,7093,10,101200
2991,800,3555,1,169365
2992,8649,8679,8,157349
2993,3527,3265,9,62432
2994,9017,9712,6,57843
2995,1054,9409,5,72081
2996,6395,435,6,74045
2997,5356,5279,9,82475
2998,6711,4663,10,138008
2999,8007,10071,4,81527
3000,6422,7110,1,35128
3001,1714,5910,4,153172
3002,2186,700,8,75092
3003,8114,4811,8,107683
3004,4174,2297,7,80268
3005,4962,4325,10,2949
3006,2175,7326,4,97240
3007,3688,6429,2,128703
3008,3264,1101,10,5653
3009,9844,2360,3,135929
3010,3585,2698,2,131935
3011,8273,5621,1,177202
3012,2744,3666,4,37096
3013,6764,6809,10,51804
3014,4959,6520,3,77434
3015,7817,5229,7,199089
3016,9341,9161,10,23300
3017,7721,6392,4,195713
3018,9768,4095,4,180119
3019,346,2069,7,198055
3020,2039,7128,8,23115
3021,5635,6140,9,3372
3022,8650,3792,2,30594
3023,1622,8090,1,82870
3024,5250,8315,10,22165
3025,7382,9814,9,104961
3026,9695,2061,2,120519
3027,453,7034,1,192292
3028,5045,5287,4,197139
3029,7916,3831,1,15503
3030,3944,5256,9,154075
3031,8638,7950,3,5075
3032,6717,1090,6,159575
3033,8058,5351,1,126433
3034,7158,8960,3,195225
3035,8297,369,6,75270
3036,1420,1206,7,120462
3037,2830,6813,7,40480
3038,3648,5562,8,8049
3039,1416,5546,7,55732
3040,5014,8007,5,2362
3041,3901,3481,6,3513
3042,7248,5798,3,146098
3043,7023,3817,10,162792
3044,4333,6753,2,184258
3045,7389,9503,3,71315
3046,3016,6110,4,117821
3047,9373,3481,7,17371
3048,9251,2651,2,50052
3049,7475,9336,2,137975
3050,9570,2071,2,7239
3051,5413,2013,10,127949
3052,7206,7475,1,105509
3053,6717,4595,4,32137
3054,6735,9284,7,122402
3055,4683,5166,2,181350
3056,9488,1496,2,92773
3057,1020,8077,4,3142
3058,2030,4735,9,124929
3059,6453,6384,9,13447
3060,7222,5310,3,143350
3061,4449,5344,5,14002
3062,3980,3636,2,75015
3063,3007,8597,7,150587
3064,1686,3631,4,185887
3065,10042,4576,4,35225
3066,5805,8593,4,6955
3067,8859,1981,6,112646
3068,3623,9945,7,69580
3069,2871,3047,1,17922
3070,7554,9857,7,119005
3071,1575,6840,7,83654
3072,1169,3068,2,21496
3073,5362,6503,7,99059
3074,1209,956,3,17329
3075,5730,4109,9,121766
3076,4814,4476,4,57977
3077,9236,2228,1,100618
3078,9620,5560,6,122036
3079,1227,4171,7,50324
3080,6077,6944,5,6434
3081,4346,3073,5,19226
3082,7089,9262,7,113733
3083,1002,7486,3,116861
3084,2100,911,4,173127
3085,2771,6536,9,158410
3086,8966,8599,3,141838
3087,7839,3698,5,62794
3088,3504,8694,3,113092
3089,2938,8237,10,56405
3090,9876,8977,7,23275
3091,3325,7096,1,101890
3092,2598,9660,9,15437
3093,6071,5694,10,82689
3094,8096,781,7,178754
3095,1851,496,4,2514
3096,8263,1325,1,197470
3097,5148,9180,4,29128
3098,9957,3313,1,141342
3099,7443,8007,2,63338
3100,551,2244,1,169643
3101,8161,10033,7,59258
3102,8073,8358,2,63064
3103,2605,7549,3,35124
3104,4398,3015,7,53613
3105,3092,9821,8,199289
3106,9565,9564,4,129396
3107,3011,1917,6,182974
3108,5425,8093,10,118274
3109,3924,4728,3,93416
3110,8205,4345,5,170145
3111,3559,4138,5,93569
3112,5461,1200,9,14646
3113,7664,7506,7,71453
3114,6623,1434,6,141122
3115,506,1717,7,23141
3116,3111,4407,7,127663
3117,2531,5181,7,125592
3118,5764,6937,6,173572
3119,9053,7583,5,123052
3120,5041,8988,4,199677
3121,8378,4245,9,142815
3122,2501,9565,7,4129
3123,1387,2831,4,23563
3124,3185,5175,8,117167
3125,2762,6610,8,190931
3126,3476,2464,7,184561
3127,2496,291,9,194097
3128,1343,5375,7,142614
3129,7372,8851,3,24492
3130,9210,3893,5,87518
3131,7004,5278,10,132972
3132,5559,3910,10,47429
3133,852,8695,7,107903
3134,9464,1597,3,117754
3135,1744,1086,5,190975
3136,2222,2012,6,99966
3137,3887,9155,3,111813
3138,9129,10055,7,80707
3139,3741,727,10,47102
3140,6561,2638,7,162605
3141,7394,6666,5,150245
3142,8387,6255,2,68119
3143,7566,6384,4,106740
3144,9201,4473,1,125962
3145,5734,3223,1,56174
3146,2012,1430,7,4873
3147,4594,8336,7,127394
3148,2401,3262,10,135880
3149,2409,7761,10,77219
3150,9498,683,8,69852
3151,3411,7011,7,185119
3152,2278,3008,3,37725
3153,3398,1075,10,125937
3154,1251,9235,8,78940
3155,4080,9314,3,15039
3156,8819,9734,6,123524
3157,581,2605,3,41275
3158,1515,7410,4,71780
3159,4400,1272,4,44089
3160,344,6316,3,69055
3161,9296,9614,5,166778
3162,9247,9506,7,108255
3163,5125,6734,5,27333
3164,1111,4729,1,33505
3165,3285,412,7,33438
3166,4667,8746,10,68383
3167,4651,1977,9,134354
3168,6860,9403,8,129561
3169,5126,5327,2,72783
3170,5196,4755,10,54323
3171,3922,9556,5,45417
3172,8014,4134,10,122884
3173,6385,2209,5,163993
3174,3856,795,5,38280
3175,9378,7304,1,26327
3176,819,2192,6,30520
3177,1462,194,9,121484
3178,9192,1189,10,65987
3179,1734,5080,5,105435
3180,6497,7398,5,122087
3181,515,1950,4,58630
3182,3404,2087,9,30665
3183,2450,6160,4,119685
3184,4583,446,8,41076
3185,9084,8453,5,18927
3186,8935,8222,4,118928
3187,5240,7204,1,142692
3188,6105,2099,4,67380
3189,2256,5674,3,1004
3190,7831,6313,6,25682
3191,1313,6645,4,175876
3192,3560,6084,5,117170
3193,3251,5929,9,55395
3194,5871,5207,3,28388
3195,434,3821,1,138551
3196,3705,4826,3,104271
3197,9383,6291,8,117855
3198,2104,6166,4,89019
3199,2546,7852,3,16456
3200,2787,6711,10,73329
3201,3587,2303,6,191662
3202,1423,3953,7,147221
3203,9439,9311,9,133972
3204,2340,7442,6,99155
3205,7965,9114,8,105595
3206,4877,7511,1,71460
3207,9310,4484,9,135908
3208,8448,10065,9,81722
3209,9615,6096,1,118145
3210,3854,5136,2,6683
3211,8212,4832,2,178786
3212,9024,5096,6,148751
3213,7817,6751,6,94413
3214,2307,8470,8,68732
3215,7177,3087,8,112775
3216,3979,5195,2,40797
3217,2001,103,2,176864
3218,9059,4888,1,1894
3219,3232,6567,9,114991
3220,9645,8785,3,61624
3221,1798,4932,9,124338
3222,6121,8075,3,140962
3223,7904,5593,4,25757
3224,4749,4259,10,149187
3225,5962,4908,1,128297
3226,7761,5652,3,58983
3227,5724,2354,3,56945
3228,8771,7232,10,9389
3229,533,6892,3,137436
3230,3235,9175,9,31387
3231,8932,4918,2,90171
3232,9949,322,9,158108
3233,3343,3051,5,106983
3234,9190,5159,7,39832
3235,6979,7035,9,158936
3236,4399,5135,5,192427
3237,1346,8129,9,23567
3238,10084,10055,3,80026
3239,4174,8016,3,33214
3240,3149,6052,5,85654
3241,2387,6933,10,96062
3242,8490,5276,8,40827
3243,8321,3282,6,93376
3244,4843,7429,7,13894
3245,3201,9363,9,17888
3246,880,5181,7,121682
3247,6275,3559,6,140421
3248,10134,314,3,149483
3249,2686,1979,4,85669
3250,5131,8966,3,44225
3251,3852,9501,10,38983
3252,6982,5250,4,20768
3253,7349,1389,1,131942
3254,1245,9693,10,79733
3255,5547,9165,10,74957
3256,2166,1767,3,14037
3257,8526,4527,5,66590
3258,9786,1124,1,154702
3259,9620,1589,10,118143
3260,6129,7522,6,100835
3261,7832,1165,8,29482
3262,4410,286,5,28912
3263,1954,1450,4,131015
3264,8720,1421,6,141882
3265,6001,1251,3,47592
3266,4934,4588,9,99393
3267,8067,709,8,110881
3268,6500,4751,1,102902
3269,3801,5629,4,199845
3270,8475,4215,6,20241
3271,5230,6067,9,105455
3272,4444,8770,10,116814
3273,3194,306,10,142335
3274,8321,9940,9,186922
3275,6248,8193,4,138865
3276,10114,9779,4,41571
3277,602,105,7,105641
3278,8189,2086,4,4511
3279,3890,9221,6,1712
3280,8262,6863,5,177861
3281,1465,1547,10,24639
3282,9768,8737,7,183744
3283,3482,2531,5,15917
3284,4436,7866,8,25601
3285,6722,2894,4,179393
3286,5721,6312,1,171435
3287,9694,564,10,195043
3288,1235,624,7,78924
3289,583,9633,3,22161
3290,9903,5125,8,51324
3291,5645,2220,3,73304
3292,9688,1765,2,120255
3293,8243,9837,4,5734
3294,5554,6918,1,24876
3295,3368,9438,8,195368
3296,1101,4361,6,44977
3297,2003,4552,2,165040
3298,250,6827,1,27387
3299,7977,7128,7,170410
3300,6721,3756,1,86337
3301,5210,2923,1,54895
3302,7419,7347,6,76526
3303,6025,1754,4,35931
3304,7417,4937,5,166073
3305,5093,2074,5,96694
3306,5104,2438,1,78017
3307,10157,7120,8,4029
3308,618,9144,5,64337
3309,2868,6222,5,162701
3310,2992,754,9,137832
3311,7696,7952,9,35896
3312,4887,4300,6,196865
3313,1091,1965,3,114309
3314,5755,6444,7,143408
3315,6401,7721,1,108828
3316,6707,9030,6,19121
3317,3170,570,3,195372
3318,2389,5165,8,63116
3319,2940,5577,5,86912
3320,7297,7831,5,184824
3321,5528,8590,1,98621
3322,4632,5103,7,106820
3323,8760,10040,6,181688
3324,5503,4491,1,195218
3325,7466,395,10,1642
3326,5253,9330,5,84441
3327,526,7719,1,48594
3328,5684,4508,5,48343
3329,4327,6886,2,106771
3330,9213,1702,3,153790
3331,3474,2607,6,118065
3332,2263,4985,9,7401
3333,449,9574,5,41594
3334,5503,9251,3,144604
3335,6578,4489,10,84636
3336,2049,655,6,56682
3337,1030,4758,1,103112
3338,7882,3713,3,33427
3339,2749,2547,7,162528
3340,5342,2300,10,1350
3341,7353,909,2,27542
3342,1327,5761,10,62015
3343,5432,8614,4,60291
3344,7263,9858,8,127860
3345,2015,10066,6,5355
3346,3517,6949,8,35628
3347,8521,6277,10,150507
3348,2721,2255,2,77626
3349,8165,6001,9,16955
3350,6963,8054,3,168285
3351,3023,5618,7,11608
3352,9006,2972,5,101302
3353,8702,8465,3,154320
3354,2598,789,2,20972
3355,872,3078,2,49411
3356,1502,7760,6,186988
3357,1528,9520,5,148909
3358,5245,4967,7,152462
3359,6759,5654,3,123464
3360,1938,3985,2,48895
3361,1786,7964,8,161963
3362,4803,2025,7,159450
3363,2280,678,8,183300
3364,5801,6505,7,1198
3365,7830,3258,4,64793
3366,2123,1614,6,105252
3367,5353,1307,2,139904
3368,261,2226,6,40729
3369,1072,6316,10,106884
3370,9909,526,9,29900
3371,263,5834,8,73120
3372,410,3415,7,135855
3373,3148,7534,9,107613
3374,6922,3986,8,69067
3375,3472,3144,5,186033
3376,3023,2543,5,199335
3377,5301,6967,2,181436
3378,7428,10067,7,150547
3379,6621,6001,4,90711
3380,5697,290,5,96422
3381,5275,6364,3,10899
3382,8988,3039,10,37560
3383,877,6746,10,197830
3384,3500,3113,3,2401
3385,4770,7330,9,45441
3386,4010,1760,7,199912
3387,10084,7785,10,116670
3388,3782,9505,5,174268
3389,6889,4784,5,86556
3390,6881,8235,4,19117
3391,9457,9995,4,163799
3392,1186,2367,2,44886
3393,6598,2481,1,173686
3394,2389,5070,7,16262
3395,8180,8097,5,97753
3396,5580,286,6,82664
3397,9587,7677,10,94189
3398,1446,6221,7,33914
3399,8871,3999,8,141070
3400,7709,9665,5,9003
3401,1104,3456,4,123077
3402,8297,2633,7,3810
3403,7591,7979,1,40921
3404,1619,2293,8,165661
3405,4317,9145,3,14042
3406,9145,545,10,63804
3407,5310,3925,2,123474
3408,1922,9510,6,71607
3409,3025,9660,4,181993
3410,629,4906,10,175099
3411,2735,1589,9,181214
3412,10021,1777,8,126720
3413,1394,3085,3,27319
3414,5463,1817,7,24243
3415,3510,7887,5,47806
3416,9707,7244,10,54504
3417,1549,4030,5,111338
3418,6322,4101,1,123301
3419,6880,3330,1,3095
3420,9783,4205,6,125120
3421,991,1890,1,62458
3422,1989,7676,9,15080
3423,4021,4503,5,15357
3424,10153,2691,4,144123
3425,5178,7701,9,91925
3426,7093,4518,4,175353
3427,6288,1561,3,47681
3428,7897,7453,5,163140
3429,4483,7251,10,163628
3430,1173,2750,10,154808
3431,3008,9304,10,72254
3432,3475,9276,8,133407
3433,2671,8845,10,154703
3434,7978,7128,3,155318
3435,6709,4988,3,134887
3436,3184,7120,5,133454
3437,1678,9723,3,121795
3438,9169,5813,2,81224
3439,5750,102,9,190045
3440,8385,1339,8,96866
3441,2569,4049,6,88671
3442,7294,4605,5,181474
3443,3632,5296,5,58199
3444,2645,1698,2,35370
3445,939,3116,3,94297
3446,6713,7081,10,94544
3447,1505,8791,9,153516
3448,6535,3231,10,35695
3449,5734,1959,3,18480
3450,8298,148,2,13784
3451,9605,462,10,114780
3452,8268,1663,2,84925
3453,3406,9931,2,104996
3454,8132,3829,10,10262
3455,4726,7602,2,64626
3456,248,282,4,77053
