OrderID,CustomerID,OrderDate,TotalAmount,PaymentMethod,Status
2091,5981,2023-07-29,103514,Net Banking,Cancelled
2092,5920,2024-05-03,126536,Debit Card,Shipped
2093,9378,2023-06-09,10685,UPI,Delivered
2094,1179,2024-06-16,132076,Credit Card,Shipped
2095,8569,2023-10-13,47298,UPI,Delivered
2096,9225,2024-08-31,30114,Debit Card,Delivered
2097,3567,2024-05-14,38719,Net Banking,Cancelled
2098,6041,2025-01-01,121626,Credit Card,Shipped
2099,3730,2023-09-26,87173,Debit Card,Cancelled
2100,5757,2023-03-16,59817,Credit Card,Delivered
2101,9128,2024-04-09,135127,Credit Card,Shipped
2102,9796,2024-06-08,181293,Net Banking,Shipped
2103,6323,2024-09-27,57907,UPI,Processing
2104,7598,2024-12-13,151994,UPI,Processing
2105,3005,2023-06-10,185829,Net Banking,Processing
2106,7479,2024-04-17,38782,Net Banking,Shipped
2107,8377,2024-03-30,17623,Debit Card,Cancelled
2108,6183,2024-09-24,191770,Credit Card,Shipped
2109,5090,2023-12-31,164824,Credit Card,Delivered
2110,9632,2024-08-06,85429,UPI,Cancelled
2111,6048,2024-06-08,189013,Debit Card,Cancelled
2112,7761,2023-12-31,150729,Debit Card,Delivered
2113,969,2024-05-04,57195,Debit Card,Delivered
2114,3399,2024-01-17,154907,UPI,Processing
2115,4618,2024-12-29,132184,Credit Card,Delivered
2116,5894,2023-07-30,94204,Credit Card,Cancelled
2117,9131,2024-05-14,119690,Credit Card,Shipped
2118,5206,2024-08-02,192298,Debit Card,Shipped
2119,871,2024-07-06,26461,Debit Card,Processing
2120,8912,2024-12-29,48054,Net Banking,Shipped
2121,6525,2024-09-21,49449,UPI,Cancelled
2122,4554,2024-02-27,47258,Net Banking,Cancelled
2123,6464,2023-05-13,112224,Net Banking,Delivered
2124,5563,2023-10-06,62383,Credit Card,Delivered
2125,4602,2023-02-27,90641,UPI,Delivered
2126,8734,2023-12-10,129551,Credit Card,Shipped
2127,3168,2024-11-05,22067,Net Banking,Cancelled
2128,7980,2024-08-11,30642,Debit Card,Shipped
2129,2048,2024-09-10,72153,Net Banking,Cancelled
2130,9554,2024-06-30,94255,Debit Card,Cancelled
2131,8207,2023-08-28,77219,UPI,Shipped
2132,4537,2024-06-22,176458,UPI,Shipped
2133,1274,2023-03-12,88975,UPI,Processing
2134,2876,2024-10-02,9813,Credit Card,Shipped
2135,7514,2024-09-28,142179,Net Banking,Processing
2136,4978,2023-05-18,155761,UPI,Processing
2137,2450,2024-01-24,194816,Credit Card,Cancelled
2138,8313,2024-10-25,75971,Net Banking,Cancelled
2139,9221,2024-04-15,185749,UPI,Cancelled
2140,9865,2023-01-07,79715,Net Banking,Processing
2141,865,2024-09-01,116743,Credit Card,Cancelled
2142,886,2023-05-27,155806,Credit Card,Shipped
2143,1778,2023-03-15,93822,Credit Card,Delivered
2144,6717,2024-04-15,171300,Debit Card,Delivered
2145,8432,2024-07-23,174388,UPI,Shipped
2146,1708,2023-10-06,21022,Net Banking,Shipped
2147,8717,2024-02-24,134816,Credit Card,Delivered
2148,1588,2023-10-11,120172,Debit Card,Processing
2149,4862,2023-12-20,78754,Credit Card,Delivered
2150,7078,2024-11-27,62121,UPI,Delivered
2151,8855,2024-02-29,81927,Debit Card,Processing
2152,5611,2024-01-01,64643,Credit Card,Shipped
2153,3586,2024-09-25,92353,UPI,Cancelled
2154,9645,2024-10-31,146373,Net Banking,Cancelled
2155,9742,2024-05-08,186995,Credit Card,Cancelled
2156,4339,2023-11-20,184281,UPI,Cancelled
2157,5858,2023-06-18,190706,Debit Card,Cancelled
2158,6254,2023-07-09,53028,Net Banking,Processing
2159,5984,2024-07-05,80127,Debit Card,Delivered
2160,8927,2024-09-17,43735,Credit Card,Processing
2161,964,2024-08-07,182382,Net Banking,Cancelled
2162,1614,2023-02-03,61875,Net Banking,Processing
2163,359,2023-06-22,84647,Debit Card,Cancelled
2164,9227,2024-07-31,98217,Credit Card,Delivered
2165,2283,2024-03-19,152284,UPI,Processing
2166,7476,2023-11-26,62490,UPI,Delivered
2167,3563,2024-12-16,150729,Credit Card,Delivered
2168,6552,2023-01-21,849,Net Banking,Shipped
2169,2804,2024-12-20,156678,UPI,Shipped
2170,6289,2024-11-14,29553,Credit Card,Processing
2171,9780,2023-05-08,193221,UPI,Shipped
2172,5332,2023-01-30,26618,UPI,Delivered
2173,8481,2024-02-10,76454,UPI,Processing
2174,6100,2023-02-25,165259,Credit Card,Processing
2175,4847,2024-08-20,49020,Net Banking,Cancelled
2176,155,2024-03-06,112050,UPI,Processing
2177,3339,2024-01-11,42485,Debit Card,Shipped
2178,2274,2023-06-14,166061,Debit Card,Processing
2179,2760,2024-01-30,80078,UPI,Delivered
2180,7875,2023-02-08,175920,Net Banking,Shipped
2181,6308,2024-06-06,199014,UPI,Shipped
2182,9643,2024-11-28,123309,Net Banking,Shipped
2183,8053,2023-07-07,104291,Net Banking,Delivered
2184,6059,2023-05-28,194540,Credit Card,Processing
2185,6681,2023-07-18,38417,Net Banking,Cancelled
2186,4905,2024-05-20,187647,Net Banking,Processing
2187,7066,2024-12-02,32855,Credit Card,Delivered
2188,1142,2024-08-19,134138,UPI,Cancelled
2189,9499,2023-10-15,145945,Credit Card,Delivered
2190,4029,2023-08-26,15040,Credit Card,Delivered
2191,2636,2023-02-01,116849,Credit Card,Processing
2192,8213,2023-05-31,187910,UPI,Delivered
2193,4800,2024-07-28,103492,Net Banking,Shipped
2194,1606,2023-09-20,178457,Credit Card,Delivered
2195,4804,2023-07-25,1454,Debit Card,Cancelled
2196,4814,2024-06-30,92600,Credit Card,Shipped
2197,5773,2024-05-24,53412,Net Banking,Shipped
2198,8318,2024-01-08,170841,UPI,Processing
2199,8511,2023-06-23,106980,Credit Card,Shipped
2200,6817,2023-01-08,1328,UPI,Cancelled
2201,8801,2024-01-23,40865,Debit Card,Delivered
2202,6575,2024-01-31,32172,Net Banking,Processing
2203,4735,2024-05-18,187220,Net Banking,Cancelled
2204,4410,2023-02-07,118041,UPI,Shipped
2205,9525,2024-06-02,160298,Credit Card,Shipped
2206,8067,2023-07-22,156471,Credit Card,Processing
2207,7913,2023-08-31,12082,Net Banking,Delivered
2208,6347,2024-12-30,17801,Net Banking,Shipped
2209,3926,2023-04-09,170164,Credit Card,Processing
2210,9232,2023-07-13,77349,Debit Card,Delivered
2211,3204,2024-04-27,123777,Credit Card,Shipped
2212,6065,2023-12-25,98577,Debit Card,Delivered
2213,7864,2023-03-21,43933,Credit Card,Cancelled
2214,9663,2023-06-01,21778,Net Banking,Processing
2215,6519,2024-12-27,36570,UPI,Processing
2216,5932,2023-07-19,107236,UPI,Cancelled
2217,1347,2023-01-30,41984,UPI,Cancelled
2218,9580,2024-08-31,70636,UPI,Cancelled
2219,905,2023-07-04,143216,UPI,Cancelled
2220,8857,2023-11-30,165369,Debit Card,Processing
2221,9464,2024-01-09,100633,UPI,Delivered
2222,605,2023-09-10,121581,Credit Card,Delivered
2223,4469,2023-03-28,84510,Debit Card,Delivered
2224,2258,2024-02-03,30643,Net Banking,Processing
2225,5070,2023-08-13,21967,UPI,Shipped
2226,335,2024-06-25,100673,Debit Card,Delivered
2227,1576,2023-10-10,87436,Debit Card,Cancelled
2228,5909,2023-09-22,170443,Credit Card,Processing
2229,1866,2023-12-12,111121,Debit Card,Cancelled
2230,1959,2024-12-31,138795,Net Banking,Shipped
2231,6303,2023-03-03,198295,Debit Card,Delivered
2232,8222,2023-08-23,125217,Net Banking,Cancelled
2233,9336,2024-05-17,75438,Net Banking,Cancelled
2234,5180,2023-10-16,199767,UPI,Processing
2235,145,2023-11-15,124271,Debit Card,Cancelled
2236,6753,2023-05-01,185084,Net Banking,Shipped
2237,6761,2024-10-23,26229,Credit Card,Shipped
2238,6201,2024-07-31,5413,Debit Card,Delivered
2239,9024,2023-11-26,48759,Credit Card,Cancelled
2240,1099,2023-11-28,106158,Net Banking,Processing
2241,982,2023-07-10,120431,Net Banking,Shipped
2242,1211,2024-07-24,189123,Debit Card,Shipped
2243,2958,2023-09-12,40099,UPI,Processing
2244,2056,2024-11-04,31085,Debit Card,Delivered
2245,3656,2024-08-27,3997,Net Banking,Cancelled
2246,5586,2024-08-28,179438,Credit Card,Cancelled
2247,6761,2023-01-16,198102,Net Banking,Shipped
2248,8385,2023-12-12,51787,Net Banking,Delivered
2249,9717,2023-11-20,133978,UPI,Processing
2250,5283,2024-05-03,28966,Credit Card,Cancelled
2251,5965,2024-11-10,132296,Net Banking,Shipped
2252,7736,2023-03-14,142690,Net Banking,Delivered
2253,441,2023-08-22,141746,UPI,Delivered
2254,6868,2024-05-31,130528,Net Banking,Delivered
2255,5047,2024-11-04,161609,UPI,Delivered
2256,8291,2024-12-26,3668,UPI,Processing
2257,6843,2024-08-28,72128,Net Banking,Delivered
2258,1901,2023-12-02,87340,Net Banking,Delivered
2259,8538,2023-06-08,117764,Credit Card,Cancelled
2260,1809,2023-09-14,159001,Credit Card,Cancelled
2261,7431,2024-03-19,82389,Credit Card,Cancelled
2262,473,2024-04-18,184565,Debit Card,Delivered
2263,8197,2024-12-03,84817,UPI,Delivered
2264,7611,2024-08-27,61809,Credit Card,Shipped
2265,9087,2024-05-24,160454,UPI,Delivered
2266,2337,2023-07-03,170822,Credit Card,Shipped
2267,9482,2024-02-02,128014,Credit Card,Delivered
2268,4214,2023-07-06,47161,Net Banking,Cancelled
2269,6409,2024-10-25,139688,Credit Card,Cancelled
2270,5495,2024-08-01,73813,UPI,Processing
2271,8170,2025-01-06,2540,Net Banking,Delivered
2272,8794,2023-11-15,26183,Credit Card,Delivered
2273,2525,2023-02-11,113540,Debit Card,Cancelled
2274,5564,2023-12-11,186260,Debit Card,Delivered
2275,5059,2024-09-06,140662,Net Banking,Shipped
2276,3193,2024-08-12,57230,Net Banking,Cancelled
2277,9419,2023-01-27,20944,Net Banking,Shipped
2278,6423,2024-03-04,160804,UPI,Shipped
2279,6986,2024-11-07,188869,Credit Card,Processing
2280,8174,2023-06-15,23198,Credit Card,Processing
2281,2502,2024-11-20,80282,Credit Card,Cancelled
2282,5782,2023-10-27,82006,UPI,Cancelled
2283,7677,2023-11-07,21387,Credit Card,Cancelled
2284,5556,2023-11-24,8837,UPI,Shipped
2285,1584,2023-05-05,36253,Debit Card,Delivered
2286,9726,2024-12-18,179172,Debit Card,Delivered
2287,7274,2024-08-27,151567,Credit Card,Cancelled
2288,1582,2023-02-21,83521,Net Banking,Processing
2289,3378,2023-07-07,177779,Debit Card,Cancelled
2290,4028,2023-11-05,9206,UPI,Processing
2291,2918,2023-05-12,53539,Debit Card,Processing
2292,7664,2024-10-30,143939,Credit Card,Cancelled
2293,5332,2023-05-22,79043,Debit Card,Delivered
2294,2916,2024-09-04,52181,Debit Card,Processing
2295,777,2024-09-16,197383,Debit Card,Processing
2296,6485,2024-11-04,178291,Credit Card,Delivered
2297,3221,2024-02-06,166910,Net Banking,Processing
2298,5858,2023-07-06,10766,Credit Card,Shipped
2299,1613,2024-02-29,122021,UPI,Delivered
2300,9403,2023-10-22,128604,Net Banking,Shipped
2301,1325,2024-07-11,167804,UPI,Shipped
2302,5325,2023-04-28,148305,Credit Card,Shipped
2303,5293,2023-04-11,72642,Credit Card,Processing
2304,3588,2024-02-22,142087,Net Banking,Delivered
2305,1907,2024-12-27,172044,Credit Card,Delivered
2306,1515,2024-01-16,157865,Debit Card,Processing
2307,9457,2024-02-12,113753,Credit Card,Delivered
2308,9153,2024-03-10,23703,Debit Card,Shipped
2309,9995,2023-03-04,96188,Debit Card,Processing
2310,5392,2024-11-18,71739,Net Banking,Cancelled
2311,7645,2024-02-28,122550,Net Banking,Shipped
2312,7229,2024-07-25,146462,Net Banking,Cancelled
2313,3030,2024-02-21,61739,Debit Card,Cancelled
2314,7514,2023-04-08,118716,Credit Card,Delivered
2315,2766,2023-12-07,132649,UPI,Cancelled
2316,1718,2023-02-26,173774,UPI,Delivered
2317,3336,2023-12-09,68258,Credit Card,Shipped
2318,7587,2023-01-21,19506,Debit Card,Cancelled
2319,6421,2024-05-30,197635,UPI,Processing
2320,5288,2024-07-28,50778,UPI,Shipped
2321,8497,2024-05-29,180546,Debit Card,Delivered
2322,3856,2024-04-10,42479,Credit Card,Shipped
2323,8019,2023-08-17,25453,Debit Card,Shipped
2324,3295,2023-06-28,85040,Debit Card,Cancelled
2325,7621,2023-08-10,30672,Debit Card,Shipped
2326,6226,2024-06-22,86453,Debit Card,Delivered
2327,8187,2023-11-29,122868,UPI,Processing
2328,2853,2024-01-09,7795,Debit Card,Processing
2329,1945,2024-12-22,145998,Net Banking,Cancelled
2330,9216,2024-01-17,26802,Debit Card,Delivered
2331,5921,2024-02-26,189702,Debit Card,Delivered
2332,2111,2023-10-30,155730,UPI,Processing
2333,6758,2023-09-03,153276,Net Banking,Cancelled
2334,7385,2023-02-04,16031,Net Banking,Shipped
2335,6307,2023-12-08,22925,Debit Card,Delivered
2336,3938,2024-09-02,183142,Debit Card,Shipped
2337,4210,2024-09-02,170756,Credit Card,Cancelled
2338,190,2023-12-24,123742,Debit Card,Shipped
2339,1841,2023-10-11,112944,UPI,Processing
2340,4477,2023-11-14,98219,Credit Card,Delivered
2341,2374,2023-05-13,153447,Net Banking,Shipped
2342,213,2023-02-20,103795,Credit Card,Cancelled
2343,3199,2024-03-12,61882,Net Banking,Delivered
2344,6510,2024-05-19,169902,Credit Card,Delivered
2345,4127,2023-05-01,132771,UPI,Delivered
2346,9763,2023-04-10,113212,UPI,Shipped
2347,359,2024-11-06,196961,Net Banking,Cancelled
2348,3561,2024-06-01,154344,Net Banking,Processing
2349,4632,2024-05-03,92180,Debit Card,Cancelled
2350,2777,2023-06-13,175899,Debit Card,Shipped
2351,5377,2023-05-03,95723,Debit Card,Delivered
2352,7018,2024-06-30,84541,Debit Card,Shipped
2353,4511,2024-09-04,27764,Credit Card,Delivered
2354,7897,2024-11-27,190507,Credit Card,Shipped
2355,3300,2023-03-28,146526,Credit Card,Processing
2356,2652,2023-09-22,81929,Credit Card,Cancelled
2357,3552,2023-10-30,32045,Debit Card,Cancelled
2358,5345,2023-03-17,95413,Net Banking,Processing
2359,8548,2023-02-18,78109,Net Banking,Cancelled
2360,5829,2024-10-30,194887,Credit Card,Cancelled
2361,6082,2024-11-03,77952,UPI,Delivered
2362,8831,2023-11-14,173831,Credit Card,Shipped
2363,7961,2023-09-02,83540,Net Banking,Shipped
2364,8670,2023-08-02,194807,Net Banking,Delivered
2365,6554,2024-09-23,147509,Debit Card,Cancelled
2366,3470,2023-12-10,190768,UPI,Cancelled
2367,6287,2024-07-20,123871,UPI,Delivered
2368,6692,2023-10-26,36722,Debit Card,Shipped
2369,4432,2024-08-12,85736,Net Banking,Shipped
2370,6357,2024-12-09,73740,Net Banking,Processing
2371,8876,2024-05-06,182381,Credit Card,Cancelled
2372,7465,2023-07-03,104870,Credit Card,Processing
2373,9628,2023-03-16,190090,UPI,Shipped
2374,5319,2024-07-21,1740,Credit Card,Cancelled
2375,1778,2023-04-27,135662,Credit Card,Delivered
2376,6471,2024-01-07,192313,UPI,Shipped
2377,5692,2024-11-12,48381,Credit Card,Processing
2378,1435,2023-11-15,8619,Debit Card,Delivered
2379,4015,2023-02-25,158110,Net Banking,Shipped
2380,8529,2024-12-29,11102,UPI,Shipped
2381,3542,2024-06-09,7755,Net Banking,Processing
2382,6015,2024-03-06,25482,Net Banking,Cancelled
2383,4096,2023-07-27,126628,Debit Card,Cancelled
2384,5295,2024-07-24,137361,Debit Card,Shipped
2385,7821,2024-01-11,110528,Debit Card,Shipped
2386,5418,2024-04-16,150994,Credit Card,Cancelled
2387,1770,2023-01-24,163087,Credit Card,Shipped
2388,6017,2023-11-01,192790,Credit Card,Delivered
2389,4500,2024-06-15,30956,UPI,Cancelled
2390,5219,2024-03-04,36556,Credit Card,Delivered
2391,5119,2023-02-02,134651,Debit Card,Delivered
2392,7147,2023-11-03,8048,Net Banking,Shipped
2393,4498,2024-01-13,56157,Credit Card,Processing
2394,714,2024-10-26,164875,Credit Card,Cancelled
2395,3741,2023-04-28,142365,Net Banking,Processing
2396,702,2024-03-07,104681,UPI,Processing
2397,4146,2024-05-01,15062,Credit Card,Processing
2398,5769,2023-03-26,102721,Net Banking,Shipped
2399,7943,2024-05-30,35702,Credit Card,Delivered
2400,7285,2023-09-07,52358,Debit Card,Cancelled
2401,1295,2023-10-25,60612,Credit Card,Shipped
2402,5744,2023-05-22,6373,Credit Card,Cancelled
2403,9465,2024-04-18,30537,UPI,Cancelled
2404,32,2023-09-03,108936,Credit Card,Cancelled
2405,1250,2024-01-17,191439,Debit Card,Shipped
2406,3003,2024-08-14,120396,Credit Card,Shipped
2407,4925,2024-08-13,153497,Credit Card,Shipped
2408,3100,2023-02-03,128268,Credit Card,Cancelled
2409,466,2024-12-10,83493,Credit Card,Processing
2410,4278,2024-07-05,152192,Credit Card,Delivered
2411,7464,2024-12-06,82364,Debit Card,Cancelled
2412,577,2023-06-19,56162,Credit Card,Processing
2413,4347,2024-04-05,151432,UPI,Shipped
2414,3184,2023-03-18,102096,Debit Card,Cancelled
2415,1826,2023-03-31,38744,Credit Card,Cancelled
2416,2800,2023-10-29,95131,Credit Card,Cancelled
2417,9416,2024-01-02,95607,UPI,Processing
2418,7262,2024-01-30,29097,Credit Card,Shipped
2419,7291,2024-08-12,93237,Credit Card,Processing
2420,500,2024-04-10,109310,Debit Card,Delivered
2421,561,2023-09-10,193009,Debit Card,Cancelled
2422,9312,2024-12-09,52507,Net Banking,Delivered
2423,3744,2024-12-14,93860,Net Banking,Cancelled
2424,6849,2024-07-05,80826,Credit Card,Cancelled
2425,1394,2023-03-28,190017,Credit Card,Processing
2426,7977,2023-07-28,22693,Debit Card,Processing
2427,2277,2024-09-29,59293,UPI,Shipped
2428,8471,2023-03-16,88945,Credit Card,Delivered
2429,1444,2023-05-27,187300,UPI,Cancelled
2430,2348,2023-10-12,63758,Net Banking,Shipped
2431,8497,2024-07-30,14372,Debit Card,Shipped
2432,8421,2023-01-20,19882,Credit Card,Processing
2433,2128,2023-05-31,21794,Credit Card,Shipped
2434,6985,2023-10-09,170445,UPI,Cancelled
2435,9534,2023-11-12,161076,Net Banking,Delivered
2436,6442,2024-01-28,84620,UPI,Delivered
2437,9254,2024-07-16,8764,Credit Card,Delivered
2438,5914,2024-05-04,57913,Net Banking,Cancelled
2439,6718,2024-08-29,64807,Credit Card,Delivered
2440,8282,2024-02-25,11780,Debit Card,Processing
2441,9910,2024-01-17,80304,Net Banking,Cancelled
2442,6212,2024-11-05,142734,Debit Card,Cancelled
2443,2338,2024-11-06,133184,Net Banking,Cancelled
2444,7363,2023-04-18,190732,Debit Card,Processing
2445,8677,2024-01-24,138794,UPI,Delivered
2446,1837,2023-06-20,185739,UPI,Processing
2447,385,2023-04-22,76619,Debit Card,Shipped
2448,2429,2023-04-25,52515,Net Banking,Delivered
2449,407,2023-09-06,24490,Net Banking,Delivered
2450,9293,2023-04-13,153543,Credit Card,Delivered
2451,3451,2024-04-17,189627,UPI,Cancelled
2452,7038,2023-11-07,18555,UPI,Processing
2453,1682,2023-08-25,70098,Credit Card,Cancelled
2454,4943,2023-01-08,50427,Debit Card,Delivered
2455,2594,2024-11-24,186993,UPI,Processing
2456,4319,2023-11-21,128900,Debit Card,Cancelled
2457,3637,2023-03-14,55295,Debit Card,Delivered
2458,1109,2024-09-13,123051,UPI,Processing
2459,7473,2023-01-21,108239,UPI,Shipped
2460,5915,2023-06-01,189575,Debit Card,Delivered
2461,809,2023-07-16,19431,Credit Card,Processing
2462,1146,2024-09-12,92088,Net Banking,Shipped
2463,4493,2024-03-12,113966,Net Banking,Processing
2464,7184,2024-10-14,193430,UPI,Delivered
2465,9460,2024-12-21,18126,Debit Card,Shipped
2466,5980,2024-11-02,148549,Net Banking,Cancelled
2467,9692,2024-01-16,105321,UPI,Delivered
2468,5639,2023-08-27,186076,Credit Card,Shipped
2469,9738,2024-05-07,91937,Credit Card,Processing
2470,5273,2023-07-26,180311,Debit Card,Cancelled
2471,9683,2023-01-26,185019,Credit Card,Cancelled
2472,827,2023-04-29,104907,Net Banking,Cancelled
2473,3486,2024-04-28,147169,Net Banking,Processing
2474,9802,2024-10-02,179897,UPI,Shipped
2475,5348,2023-03-05,121190,Debit Card,Cancelled
2476,4082,2024-10-11,98016,Debit Card,Shipped
2477,5646,2024-11-02,768,Net Banking,Processing
2478,151,2024-11-26,39848,Debit Card,Shipped
2479,4053,2024-08-14,123973,Credit Card,Processing
2480,8564,2023-08-03,56825,Credit Card,Shipped
2481,7493,2023-11-26,6375,Net Banking,Processing
2482,7302,2024-12-21,2347,Credit Card,Delivered
2483,3060,2024-09-15,28711,UPI,Cancelled
2484,3227,2024-09-13,143270,Credit Card,Processing
2485,1392,2024-03-01,168425,Credit Card,Cancelled
2486,9380,2023-07-30,85347,Debit Card,Cancelled
2487,3185,2023-05-06,154328,Net Banking,Shipped
2488,9114,2023-11-03,47682,Net Banking,Processing
2489,6393,2023-09-21,142832,Debit Card,Cancelled
2490,8104,2023-07-14,89636,Debit Card,Cancelled
2491,9689,2023-07-20,72617,UPI,Delivered
2492,8860,2024-07-28,142166,UPI,Delivered
2493,4692,2024-12-13,44066,Debit Card,Delivered
2494,2065,2024-02-04,36237,Credit Card,Shipped
2495,9823,2024-08-27,73627,Net Banking,Delivered
2496,4364,2023-12-17,191709,UPI,Processing
2497,7163,2023-12-11,134835,UPI,Delivered
2498,8222,2023-10-16,177079,Net Banking,Shipped
2499,652,2024-07-02,159074,Net Banking,Shipped
2500,5334,2023-08-13,63269,UPI,Delivered
2501,609,2023-03-09,156951,Credit Card,Cancelled
2502,1757,2024-01-08,99464,Debit Card,Processing
2503,3555,2023-05-14,187867,Credit Card,Shipped
2504,3899,2023-08-22,49583,Credit Card,Processing
2505,868,2023-05-21,142836,Credit Card,Shipped
2506,790,2024-05-30,17022,Net Banking,Processing
2507,6885,2023-01-27,80778,Net Banking,Cancelled
2508,6353,2023-08-11,96459,UPI,Processing
2509,5000,2023-07-16,122558,Net Banking,Delivered
2510,8447,2024-05-15,81791,Net Banking,Delivered
2511,6813,2023-05-19,31669,Debit Card,Shipped
2512,3378,2024-07-21,122142,Debit Card,Cancelled
2513,1757,2024-05-09,112990,UPI,Cancelled
2514,4737,2024-09-05,45707,Credit Card,Cancelled
2515,8668,2024-09-01,161114,UPI,Shipped
2516,724,2023-11-20,107662,UPI,Processing
2517,7500,2024-05-17,190678,UPI,Processing
2518,9551,2023-04-27,61763,UPI,Processing
2519,3144,2024-07-23,102450,Debit Card,Shipped
2520,8094,2023-11-13,93465,Debit Card,Delivered
2521,1479,2024-08-14,36615,Debit Card,Cancelled
2522,422,2023-01-27,41482,Debit Card,Processing
2523,4313,2023-09-21,26892,Debit Card,Processing
2524,4640,2024-05-07,139200,Debit Card,Shipped
2525,1279,2023-07-08,5148,Credit Card,Shipped
2526,2864,2023-03-09,40126,Credit Card,Cancelled
2527,6615,2024-11-19,59994,Credit Card,Shipped
2528,6062,2023-07-03,11370,UPI,Shipped
2529,1194,2023-06-28,39311,Net Banking,Shipped
2530,7934,2024-04-15,98358,UPI,Shipped
2531,6531,2024-01-20,2187,UPI,Processing
2532,533,2024-06-12,187149,Credit Card,Processing
2533,5588,2024-10-03,35863,UPI,Shipped
2534,3162,2023-12-22,122099,Credit Card,Cancelled
2535,6928,2023-03-23,97254,UPI,Delivered
2536,9103,2023-06-09,160543,Credit Card,Delivered
2537,4808,2023-08-14,133669,Debit Card,Cancelled
2538,6085,2024-03-26,89246,Net Banking,Cancelled
2539,6406,2023-01-20,152089,Net Banking,Delivered
2540,7412,2024-01-17,137762,Net Banking,Processing
2541,3716,2024-02-10,155812,Credit Card,Cancelled
2542,9222,2023-09-19,83633,Debit Card,Cancelled
2543,6231,2024-08-17,111486,Net Banking,Processing
2544,8179,2023-06-15,123039,Net Banking,Delivered
2545,3897,2023-01-25,109031,Net Banking,Shipped
2546,8225,2023-10-03,44416,Credit Card,Cancelled
2547,1193,2024-06-27,178478,Debit Card,Shipped
2548,4092,2023-07-16,170911,Debit Card,Shipped
2549,3456,2024-09-07,40564,Net Banking,Delivered
2550,7405,2024-02-16,165901,Debit Card,Processing
2551,2337,2024-02-13,82030,Net Banking,Processing
2552,9649,2023-07-30,180428,UPI,Cancelled
2553,7285,2023-02-03,151140,Debit Card,Processing
2554,9994,2024-07-15,140826,Debit Card,Processing
2555,2861,2024-07-17,180122,Debit Card,Delivered
2556,630,2024-07-18,48941,Credit Card,Shipped
2557,9133,2023-09-03,53792,Credit Card,Delivered
2558,6247,2024-11-12,192931,Net Banking,Cancelled
2559,6194,2024-09-27,72068,Credit Card,Processing
2560,721,2024-10-05,62979,Credit Card,Delivered
2561,8278,2024-09-14,187971,Net Banking,Processing
2562,4431,2023-02-28,107173,Debit Card,Processing
2563,8233,2023-03-24,80484,Debit Card,Shipped
2564,2836,2023-05-13,73229,Net Banking,Delivered
2565,7083,2024-03-06,67041,Debit Card,Cancelled
2566,6662,2024-04-21,47415,UPI,Cancelled
2567,257,2023-03-07,72234,UPI,Shipped
2568,5492,2024-10-23,100936,UPI,Shipped
2569,2533,2024-04-09,171298,Net Banking,Shipped
2570,8551,2023-03-10,183952,Debit Card,Processing
2571,4055,2023-09-07,69953,UPI,Delivered
2572,5442,2024-01-10,98624,Debit Card,Processing
2573,111,2024-07-11,4191,UPI,Shipped
2574,7454,2023-09-17,160615,Credit Card,Processing
2575,2850,2024-12-16,116099,UPI,Shipped
2576,5556,2023-04-11,55122,Debit Card,Cancelled
2577,9167,2023-11-29,4900,UPI,Delivered
2578,6910,2024-05-08,174826,Net Banking,Delivered
2579,2441,2024-12-13,186247,Credit Card,Processing
2580,2311,2023-07-17,127345,UPI,Shipped
2581,9512,2024-10-05,159853,Net Banking,Processing
2582,116,2024-12-25,169481,UPI,Shipped
2583,9699,2023-07-06,37613,Net Banking,Cancelled
2584,3707,2024-11-14,136823,Debit Card,Delivered
2585,6983,2024-11-11,168979,Credit Card,Delivered
2586,3968,2023-05-06,103325,Net Banking,Processing
2587,148,2024-07-27,22905,UPI,Cancelled
2588,9045,2023-07-18,129965,UPI,Cancelled
2589,4751,2023-07-16,51381,Debit Card,Delivered
2590,2803,2023-12-09,118671,Credit Card,Delivered
2591,9694,2024-04-14,121131,Credit Card,Delivered
2592,1128,2024-03-25,137652,Debit Card,Shipped
2593,9395,2024-11-05,30976,Credit Card,Processing
2594,7749,2023-06-24,138970,UPI,Cancelled
2595,8262,2024-03-30,158998,Net Banking,Processing
2596,9021,2023-05-22,65961,UPI,Cancelled
2597,3837,2023-03-10,91528,Net Banking,Cancelled
2598,3774,2024-07-25,71665,UPI,Processing
2599,1104,2024-11-27,154567,Credit Card,Processing
2600,8102,2024-04-19,184761,Debit Card,Delivered
2601,1395,2024-12-04,78546,Credit Card,Delivered
2602,4016,2023-08-04,91313,Net Banking,Cancelled
2603,7672,2024-12-02,34421,Debit Card,Processing
2604,576,2024-02-12,21644,Debit Card,Delivered
2605,2518,2024-03-08,46558,Net Banking,Cancelled
2606,2332,2023-09-27,122939,Net Banking,Delivered
2607,5639,2024-04-28,14016,Net Banking,Processing
2608,3201,2023-06-28,180554,Debit Card,Delivered
2609,2091,2024-03-09,188777,Net Banking,Cancelled
2610,5075,2023-09-23,170840,Net Banking,Cancelled
2611,4910,2024-04-10,172164,Credit Card,Cancelled
2612,8310,2023-09-14,194643,Credit Card,Delivered
2613,7192,2024-04-08,4340,Credit Card,Shipped
2614,9256,2023-05-02,139089,UPI,Delivered
2615,303,2024-10-07,159108,Credit Card,Cancelled
2616,2260,2024-06-07,120093,Credit Card,Shipped
2617,7580,2023-12-14,21020,Net Banking,Delivered
